Index,Path,Target
80,l_train_and_u_train_in/0/cea21369cb071ed7c9094845c4dd1309.jpg,0
84,l_train_and_u_train_in/0/da80c083ea052f82f2beabdacc9d7ffe.jpg,0
33,l_train_and_u_train_in/0/5.jpg,0
81,l_train_and_u_train_in/0/cf34fe782e8268a3f774431758d5ea70.jpg,0
93,l_train_and_u_train_in/0/efcbef26bc7150694f5755d9ba9421e8.jpg,0
17,l_train_and_u_train_in/0/2f3bac753c96e86689841ad9b9a71c33.jpg,0
36,l_train_and_u_train_in/0/543ae7a9f7c66e15d66798e626a8da6a.jpg,0
82,l_train_and_u_train_in/0/d0c4f420aeba2316f95a8540c5b74cc2.jpg,0
69,l_train_and_u_train_in/0/ac89c1bf5d66452fd363f2aab786eeff.jpg,0
65,l_train_and_u_train_in/0/a573d313adbf197f493e7f833652c64c.jpg,0
92,l_train_and_u_train_in/0/ea4b066f722d5f2eaf9e254ca882425d.jpg,0
39,l_train_and_u_train_in/0/5a11df621a5efec32188874b532c6ffc.jpg,0
56,l_train_and_u_train_in/0/9549121e0125e8d55c7ad67c9f9bec27.jpg,0
52,l_train_and_u_train_in/0/831a132ce37cfeae5c23ef9a57c2c351.jpg,0
51,l_train_and_u_train_in/0/8010b723520681864860828c96c91ff1.jpg,0
32,l_train_and_u_train_in/0/4c73fbf6d43a79f849f563366d3be454.jpg,0
31,l_train_and_u_train_in/0/4b9f1439f0ff221db38f7be9fe5e81fe.jpg,0
44,l_train_and_u_train_in/0/6246a867be286c4107d27a6517cb1a8a.jpg,0
78,l_train_and_u_train_in/0/cad6dc1ba606371c44198eb131971f66.jpg,0
10,l_train_and_u_train_in/0/1.jpg,0
2,l_train_and_u_train_in/0/01b524547befe53577d392c43f8b200c.jpg,0
73,l_train_and_u_train_in/0/bc6c3c73b0ffefd79c11e449646e2028.jpg,0
101,l_train_and_u_train_in/1/02003eb2ef80f069c08d294002d15126.jpg,1
204,l_train_and_u_train_in/1/98a14b5306fc90cd6dad84e329022ae1.jpg,1
137,l_train_and_u_train_in/1/2a3564a07b203533b1e244bb341397d1.jpg,1
139,l_train_and_u_train_in/1/3.jpg,1
178,l_train_and_u_train_in/1/658ebdb352680ad7032b035be9516a50.jpg,1
214,l_train_and_u_train_in/1/b50d0a7b16d34f60660d4395df7ba9f4.jpg,1
206,l_train_and_u_train_in/1/9b3427ea37b66438532c47b55d3f6323.jpg,1
213,l_train_and_u_train_in/1/ad1440b46ab7340af4790f26f936b35c.jpg,1
222,l_train_and_u_train_in/1/c7f4ba50ad74cd72500803088c54ffff.jpg,1
219,l_train_and_u_train_in/1/c40f051a963095162ce65a83e71fbb52.jpg,1
167,l_train_and_u_train_in/1/52b8ea296b47b59d0b71c645b4cb1dde.jpg,1
172,l_train_and_u_train_in/1/6.jpg,1
162,l_train_and_u_train_in/1/4beee15542efc0120b6379a9fad733dc.jpg,1
238,l_train_and_u_train_in/1/f131c95ccf3722e33e6c927c8a3c03ba.jpg,1
187,l_train_and_u_train_in/1/743943775732c595a33f44688d3ce7da.jpg,1
104,l_train_and_u_train_in/1/04f2d53594fe8b1db1b7cc833c142b7f.jpg,1
229,l_train_and_u_train_in/1/d8674f9cba779fc69bfbb2ced12a3873.jpg,1
191,l_train_and_u_train_in/1/79a4ea509fef1120a32fb6bf9cf2fa70.jpg,1
215,l_train_and_u_train_in/1/bc959486a59c6c10cf08e3ec5fb6865e.jpg,1
