Index,Path,Target
1191619,train/n07684084/n07684084_745.JPEG,0
1190880,train/n07684084/n07684084_2465.JPEG,0
1191082,train/n07684084/n07684084_3368.JPEG,0
1190749,train/n07684084/n07684084_1906.JPEG,0
1190643,train/n07684084/n07684084_1465.JPEG,0
1191588,train/n07684084/n07684084_6961.JPEG,0
1190575,train/n07684084/n07684084_1205.JPEG,0
1190625,train/n07684084/n07684084_1413.JPEG,0
1191409,train/n07684084/n07684084_4873.JPEG,0
1191681,train/n07684084/n07684084_8106.JPEG,0
1191751,train/n07684084/n07684084_890.JPEG,0
1190846,train/n07684084/n07684084_230.JPEG,0
1190973,train/n07684084/n07684084_2876.JPEG,0
1211182,train/n07720875/n07720875_9088.JPEG,1
1209399,train/n07718747/n07718747_26355.JPEG,1
1200168,train/n07714990/n07714990_3347.JPEG,1
1211160,train/n07720875/n07720875_8804.JPEG,1
1208334,train/n07718472/n07718472_4322.JPEG,1
1200213,train/n07714990/n07714990_3658.JPEG,1
1212661,train/n07734744/n07734744_17044.JPEG,1
1205622,train/n07717410/n07717410_528.JPEG,1
1199845,train/n07714990/n07714990_1547.JPEG,1
1201813,train/n07715103/n07715103_5759.JPEG,1
1209150,train/n07718747/n07718747_19669.JPEG,1
1197215,train/n07711569/n07711569_220.JPEG,1
1199950,train/n07714990/n07714990_1885.JPEG,1
1200322,train/n07714990/n07714990_437.JPEG,1
1210894,train/n07720875/n07720875_6490.JPEG,1
1209170,train/n07718747/n07718747_19997.JPEG,1
1212656,train/n07734744/n07734744_1695.JPEG,1
1200590,train/n07714990/n07714990_675.JPEG,1
1201437,train/n07715103/n07715103_2112.JPEG,1
1202539,train/n07716358/n07716358_17182.JPEG,1
1208288,train/n07718472/n07718472_39470.JPEG,1
1212064,train/n07730033/n07730033_6109.JPEG,1
1202740,train/n07716358/n07716358_22674.JPEG,1
1209378,train/n07718747/n07718747_25529.JPEG,1
1199206,train/n07714571/n07714571_5148.JPEG,1
1204376,train/n07716906/n07716906_5660.JPEG,1
1211044,train/n07720875/n07720875_7756.JPEG,1
1203348,train/n07716358/n07716358_6440.JPEG,1
1212985,train/n07734744/n07734744_2934.JPEG,1
1201023,train/n07715103/n07715103_1184.JPEG,1
1213225,train/n07734744/n07734744_4722.JPEG,1
1205222,train/n07717410/n07717410_2171.JPEG,1
1205087,train/n07717410/n07717410_1514.JPEG,1
1207638,train/n07718472/n07718472_15199.JPEG,1
1209179,train/n07718747/n07718747_20094.JPEG,1
1207016,train/n07717556/n07717556_6979.JPEG,1
1213439,train/n07734744/n07734744_6454.JPEG,1
1210674,train/n07720875/n07720875_4571.JPEG,1
1204241,train/n07716906/n07716906_4958.JPEG,1
1206184,train/n07717556/n07717556_11423.JPEG,1
1212857,train/n07734744/n07734744_23964.JPEG,1
1208363,train/n07718472/n07718472_4525.JPEG,1
1197713,train/n07711569/n07711569_4490.JPEG,1
1211086,train/n07720875/n07720875_8106.JPEG,1
1208908,train/n07718747/n07718747_1335.JPEG,1
1209566,train/n07718747/n07718747_4266.JPEG,1
1212666,train/n07734744/n07734744_1714.JPEG,1
1209708,train/n07718747/n07718747_6156.JPEG,1
1202524,train/n07716358/n07716358_16834.JPEG,1
1199057,train/n07714571/n07714571_3694.JPEG,1
1203081,train/n07716358/n07716358_35671.JPEG,1
1208394,train/n07718472/n07718472_5286.JPEG,1
1207560,train/n07718472/n07718472_13808.JPEG,1
1210218,train/n07720875/n07720875_147.JPEG,1
1201607,train/n07715103/n07715103_3289.JPEG,1
1204184,train/n07716906/n07716906_4777.JPEG,1
1211319,train/n07730033/n07730033_1140.JPEG,1
1206164,train/n07717556/n07717556_11265.JPEG,1
1208556,train/n07718472/n07718472_8182.JPEG,1
1212343,train/n07730033/n07730033_9488.JPEG,1
1209704,train/n07718747/n07718747_6012.JPEG,1
1208049,train/n07718472/n07718472_26463.JPEG,1
1197014,train/n07711569/n07711569_10233.JPEG,1
1201341,train/n07715103/n07715103_18208.JPEG,1
1210928,train/n07720875/n07720875_6805.JPEG,1
1204164,train/n07716906/n07716906_4650.JPEG,1
1213306,train/n07734744/n07734744_5335.JPEG,1
1211073,train/n07720875/n07720875_7988.JPEG,1
1213397,train/n07734744/n07734744_6115.JPEG,1
1200366,train/n07714990/n07714990_4806.JPEG,1
1213106,train/n07734744/n07734744_3907.JPEG,1
1208961,train/n07718747/n07718747_1478.JPEG,1
1204314,train/n07716906/n07716906_5212.JPEG,1
1211338,train/n07730033/n07730033_11726.JPEG,1
1205452,train/n07717410/n07717410_382.JPEG,1
1198193,train/n07711569/n07711569_884.JPEG,1
1198795,train/n07714571/n07714571_17173.JPEG,1
1204952,train/n07717410/n07717410_12016.JPEG,1
1197827,train/n07711569/n07711569_4998.JPEG,1
1207427,train/n07718472/n07718472_1125.JPEG,1
1212614,train/n07734744/n07734744_1594.JPEG,1
1197830,train/n07711569/n07711569_5007.JPEG,1
1207547,train/n07718472/n07718472_13575.JPEG,1
1198620,train/n07714571/n07714571_14468.JPEG,1
1204987,train/n07717410/n07717410_12373.JPEG,1
1209833,train/n07718747/n07718747_8217.JPEG,1
1209710,train/n07718747/n07718747_6185.JPEG,1
1205323,train/n07717410/n07717410_2872.JPEG,1
1206211,train/n07717556/n07717556_11607.JPEG,1
1200006,train/n07714990/n07714990_2199.JPEG,1
1210723,train/n07720875/n07720875_4986.JPEG,1
1200499,train/n07714990/n07714990_5838.JPEG,1
1201806,train/n07715103/n07715103_5669.JPEG,1
1209565,train/n07718747/n07718747_4264.JPEG,1
1198485,train/n07714571/n07714571_12611.JPEG,1
1206547,train/n07717556/n07717556_2514.JPEG,1
1198543,train/n07714571/n07714571_13458.JPEG,1
1212278,train/n07730033/n07730033_8807.JPEG,1
